KO,G34369,G34415,G34450,G34481,G34510,G34569,G34647,G34393,G34421,G34458,G34499,G34524,G37547,G34402,G34430,G34473,G34500,G34533,G34621
K00316,3104,3237,284,85,1334,890,1090,4244,1033,214,819,1496,471,2060,302,181,3807,2890,605
K00317,5586,4798,1043,1076,1424,1616,2010,13155,2206,621,1738,4154,1598,5168,459,996,8252,8963,2962
K00318,2052,1771,1318,1349,373,1073,1905,2521,1562,1277,2299,2796,2251,1328,1339,1755,1835,1373,806
K00319,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0
K00320,44,1296,189,40,136,975,1057,1696,784,239,449,386,71,821,231,84,232,1697,280
K00322,2487,1587,592,324,847,1061,698,1933,1427,417,566,1431,567,1559,736,597,2009,1300,760
K00323,946,1565,829,810,1038,733,721,667,1233,434,2133,1131,2063,1871,633,1017,807,453,1304
K00324,19205,28742,24277,21889,3456,17453,14707,21821,30538,20302,29122,26196,27930,20102,25931,39995,14091,15354,25079
K00325,18959,26880,25209,22049,2814,16374,14794,23033,30623,19902,31076,28193,30645,18027,26711,39342,14158,15197,20780
K00326,661,1305,785,1288,874,843,854,130,1302,482,2601,1161,2428,2149,759,1256,424,150,898
K00327,358,1454,324,360,492,504,292,38,754,121,593,994,607,1231,217,380,248,55,384
K00329,4243.5,2500.5,3628,3399.5,365,1700.5,2383.5,5818.5,2713,3543,3445.5,5140,3832,2053.5,3689,3835,2284,2526,2368.5
K00330,4101,9150,4167,4259,1158,4833,3879,6822,6840,3689,6555,6039,4745,6567,4752,9271,3530,5335,6421
K00331,5874,11965,6335,5873,1622,5962,6053,10511,9029,4650,11246,9617,8724,8983,6656,10551,5497,8303,8139
K00332,6258,8569,5897,6101,802,4573,4615,9338,7768,4729,8270,8328,7135,5348,6470,10364,4959,6465,4770
K00333,12997,21058,15130,14325,1968,10325,12366,26141,19438,10872,23582,21284,20570,13435,14925,22921,11968,17931,11674
K00334,5948,5417,5954,5566,607,3360,3536,6981,6249,4482,7571,7543,6996,3729,5941,8155,4102,3828,3987
K00335,24899,17312,15663,12718,2206,8696,11075,29490,17037,11086,21062,30726,17675,13638,15921,18835,19145,17532,11782
K00336,21082,14144,16825,16475,2423,8853,10789,21720,16299,13824,20784,24448,19500,11606,18347,21014,14794,11553,10784
K00337,12136,13107,12013,10214,1579,6784,10383,23661,12326,9382,16995,18027,15072,9248,12454,12378,11041,15366,8447
K00338,3450,4427,3364,2994,564,2364,3425,7005,3807,2728,5293,5057,4336,3143,3374,3540,3326,4895,2580
K00339,5754,4227,5496,5169,487,2750,3653,7776,4808,4531,5466,6763,6084,3090,5609,5600,4102,4043,2392
K00340,3424,3655,3394,3283,467,2294,3071,6057,3703,3066,4365,4726,4313,2403,3471,3801,2852,3670,2038
K00341,20421,23127,18947,17126,2572,11894,15515,36491,22230,15219,25374,28232,23609,16220,19770,21424,18185,24854.5,15186
K00342,17042,20498,15114,13784,2132,10493,12925,30899,18494,12351,22003,23401,19786,15291,16433,17475,14891,20922,13127
K00343,12778,12281,11626,10556,1537,7189,9233,19796,11635,10332,13964,16391,13771,8216,11937,11642,9792,11141,6529
K00344,21486,32105.5,22245.5,20896.5,5680.5,21114.5,17775,30890,31988.5,16924,30290.5,31091,26586,27000.5,22958,31958,17686,21618,25864.5
K00346,6501,2891,3301,3492,814,2465,2643,3948,4155,2628,4177,5709,3713,3025,4228,4266,4593,2071,2363
K00347,6583,3065,3678,3860,720,2331,2707,4061,4316,2612,5237,6390,4657,3254,4254,5056,4944,2267,2705
K00348,3198,1342,1582,2026,305,1144,1181,1742,2068,1260,1972,2858,1997,1440,1996,2385,2241,901,1061
K00349,3697,1827,1984,2364,322,1287,1491,2378,2598,1418,2797,3328,2635,1626,2528,3194,2673,1280,1248
K00350,3672,1821,2063,2453,373,1486,1616,2288,2993,1500,3073,3632,2764,1847,2471,3145,2637,1262,1652
K00351,7706,4506,4166,4746,846,3228,3265,4760,6223,2995,7098,8006,5603,4988,5223,7193,5757,2877,4177
K00354,1202,1864,1382,912,385,1468,1133,1513,1820,1279,1439,1626,1227,1606,1304,1575,872,1287,1038
K00355,3854,1333,2630,2308,102,1040,1552,3269,1879,2665,2672,5444,2672,989,3053,1855,2009,1191,625
K00356,6046.5,2613.5,4749,4324.5,301,1621.5,2854.5,7020.5,2691,5055,3820.5,7036,4605,1835.5,5192,3666,3004,2678,1784.5
K00357,22,8,26,12,8,21,22,7,23,15,15,10,13,15,14,8,24,3,4
K00360,0,7,0,0,2,8,3,2,5,0,4,2,0,8,1,1,1,1,10
K00362,266,1420,616,1380,665,1145,926,1955,1481,338,2023,1180,2558,1061,322,1237,651,1222,3434
K00363,53,290,145,218,70,259,263,608,321,113,292,246,364,222,96,184,203,402,587
K00364,2609,10107,5774.5,6031.5,479,4811,5588.5,8484.5,6763.5,5411,10400,7497,8870.5,5995.5,6758.5,12324.5,3315,5602,10197
K00365,512,954,415,355,178,567,470,673,794,245,879,934,737,807,324,554,384,395,679
K00366,362,3296,1919,535,551,876,1314,445,1488,1782,1329,1369,1257,2196,1500,862,439,442,935
K00367,12,2865,2257,47,10,451,72,67,684,2237,209,136,268,588,1157,349,28,58,441
K00368,304,2029,127,155,181,428,1475,7045,460,79,409,2006,206,1184,151,306,2083,6280,269
K00370,94,327,12,35,155,46,235,1365,52,11,72,242,9,251,11,44,456,1108,47
K00371,60,117,5,10,124,13,113,903,35,2,31,190,4,153,11,12,328,687,18
K00372,208,1678,668,1490,337,1592,933,2314,2170,483,1658,902,2125,983,629,1632,741,1419,3588
K00373,12,0,1,4,4,3,5,0,0,1,11,2,2,2,3,8,0,1,2
K00374,43,58,60,5,0,51,48,520,64,57,45,116,20,72,50,2,64,336,18
K00375,4499,2606,787,1094,715,1563,658,3318,2001,393,1525,2356,1569,2572,848,2105,3683,1544,2572
K00376,25,11,17,9,4,6,53,22,2,8,59,14,25,21,3,3,11,18,54
K00380,3438,5978,2002,6010,1275,3672,4314,3450,5168,2172,8465,5021,7632,3886,3008,11349,2605,2517,5549
K00381,5014,3413,1249,2395,1164,2456,1777,5194,3898,942,2385,3090,2746,3008,1690,3244,5396,3660,3534
K00382,32088,38293,34930,31232,6003,22293,24502,39912,39333,26788,45432,41113,43653,29104,35758,43919,27158,26757,33816
K00383,9799,8647,10270,7679,1918,6190,3810,3809,10006,7834,7170,5744,9549,7103,9122,12468,5140,2996,8217
K00384,28000,30018.5,37963,33245,3134,19514,21213.5,31372,36590,31036,45852,38943,44490,22195.5,40754.5,49935,20991.5,19474.5,31503
K00387,619,1018,592,507,458,796,821,982,1097,403,1321,931,1241,1278,377,579,507,749,1381
K00389,1,43,47,129,3,56,72,82,82,46,177,30,274,33,15,104,3,59,368
K00390,779,2449,4042,2720,620,1472,2224,4702,2352,3526,2398,2103,3711,1960,4029,2136,1446,3117,2547
K00392,517,4527,9050,5654,577,2504,3764,7402,5302,7715,5536,2887,8903,2983,8472,4870,1711,5032,3998
K00394,15479,12573,13335,4925,495,7599,7013,16563,15717,9299,16884,21518,12017,9094,15690,6524,10915,11021,8847
K00395,4410,3444,3531,1203,123,2166,2014,4489,3941,2688,4349,5559,3006,2155,4256,1655,3093,2744,2189
K00400,4,22,12,16,0,18,14,30,26,14,32,35,15,20,31,25,10,6,16
K00404,155,553,443,869,107,720,494,1375,818,266,945,697,1238,382,325,899,339,885,2082
K00405,116,281,188,387,73,282,217,841,407,122,384,395,677,250,143,504,303,622,951
K00406,193,401,240,498,94,361,351,806,436,176,687,503,824,336,94,542,272,488,1127
K00407,8,45,37,58,6,41,30,71,52,13,80,43,92,44,10,44,6,60,152
K00408,0,0,0,2,0,1,0,1,0,0,7,0,1,3,0,0,2,0,2
K00410,45,146,146,92,3,104,74,91,189,119,163,163,146,94,149,224,54,48,74
K00411,8115,6705,6432,5448,954,4385,3528,6689,7550,4731,8586,9907,7200,5885,6597,10488,5603,3856,6571
K00412,19615,17009,15893,16764,2070,10543,10033,21408,19844,12191,20698,25927,18668,13110,18187,29748,14747,14648,11532
K00413,9603,7647,7890,7072,809,5171,4411,7922,9215,6173,10341,12189,8988,5954,8285,12471,6307,4460,6361
K00414,1,0,2,3,2,4,2,5,6,5,6,3,0,2,6,9,2,10,2
K00415,1,0,1,1,0,1,0,0,1,1,8,1,0,2,0,0,0,0,5
K00416,33,116,19,21,65,40,31,3,57,8,39,105,34,104,15,19,16,5,28
K00417,40,138,12,10,66,48,38,1,82,11,59,133,71,119,17,26,16,5,30
K00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K00419,3,36,0,1,5,14,2,1,11,2,3,37,1,42,5,2,6,0,0
K00422,0,1,0,2,1,2,0,0,1,0,0,0,0,1,0,7,0,0,0
K00423,65,58,77,84,23,66,36,32,56,27,54,50,85,74,35,66,42,27,39
K00425,57,767,395,994,137,488,573,1387,704,283,1149,581,1473,489,222,837,204,665,2370
K00426,64,520,319,817,97,359,386,931,503,215,886,406,1169,301,133,671,151,530,1823
K00427,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
K00428,4718,4857,2724,2273,1681,3316,3546,3278,4577,2107,5311,4063,4785,4474,2085,3556,3925,2668,5175
K00430,11,21,9,11,5,4,24,15,11,12,27,25,14,22,12,9,13,9,8
K00431,0,7,6,0,0,5,5,5,4,9,11,4,24,7,3,1,4,3,4
K00432,8582,8000,8525,7594,1322,5410,4904,7823,8472,8279,7185,9954,8069,5956,8439,10928,5912,3843,4199
K00433,107,134,77,73,55,231,170,224,130,125,110,114,64,110,85,95,476,198,65
K00434,230,1211,137,99,298,278,142,18,424,60,269,635,216,756,96,125,155,23,139
K00435,10,267,46,36,35,207,295,323,263,46,166,150,95,286,87,73,65,291,183
K00436,0,1335,4384,2773,3,944,1371,78,1768,4375,1896,243,3845,776,4672,2072,10,107,1120
K00441,114,601,329,54,84,282,583,1640,335,204,334,359,93,369,124,59,192,959,157
K00444,4,4,0,0,0,3,0,1,1,0,6,2,1,4,2,1,2,0,1
K00445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
K00446,802,789,375,672,211,357,315,507,474,246,734,742,606,1015,334,1152,636,340,575
K00448,230,448,335,331,97,374,242,359,530,324,398,231,466,339,247,345,168,292,732
K00449,339,976,702,669,215,892,667,1111,1184,545,794,638,772,801,604,852,471,893,1304
K00450,445,926,537,291,255,502,602,1134,620,371,658,882,387,1152,231,472,523,1055,564
K00451,4132,2782,2035,2339,726,1749,1958,3670,3026,1450,3265,3429,3462,2747,1657,3115,3670,2348,3087
K00452,958,797,421,366,226,405,451,1380,612,271,596,787,670,753,394,490,1135,936,359
K00453,2941,3459,1484,1381,690,1515,2478,3796,2089,1424,3346,3117,3124,1952,1208,2026,2824,2383,2723
K00454,0,10,8,19,4,14,5,4,23,6,3,5,13,12,11,10,1,2,3
K00455,11,65,13,4,0,4,28,335,5,4,8,11,0,22,0,5,59,256,2
K00456,82,272,96,50,45,152,327,241,178,114,312,243,245,198,100,63,132,172,148
K00457,3391,2350,1673,1850,485,1239,1542,3259,2176,1248,2559,3160,3106,2127,1362,2324,3386,1784,2590
K00458,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K00459,14491,14606,7865,8049,3207,9620,6839,13269,15037,5742,12401,15092,10577,13296,8607,14570,13010,9249,11537
K00460,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
K00461,18,12,27,27,11,16,16,10,21,6,34,18,39,26,10,19,25,7,14
K00462,14,9,4,0,7,5,2,23,7,13,7,28,2,14,10,3,9,17,3
K00463,1384,1101,756,1388,196,655,1030,673,1046,730,2207,1106,1708,822,769,1748,1053,476,651
K00464,283,3192,6934,5336,323,1317,2197,219,2082,6313,3797,1300,7349,2175,6788,3220,284,169,2369
K00465,66,57,16,14,25,30,37,45,57,18,30,46,33,46,25,45,62,20,41
K00466,120,57,4,2,149,50,3,54,77,5,9,101,0,120,11,2,90,18,2
K00467,99,168,83,107,9,162,75,142,182,56,87,136,80,152,122,124,60,118,112
K00469,218,599,417,279,115,509,536,672,743,418,486,644,393,531,501,525,340,406,515
K00471,3013,2537,5874,4794,325,1889,3694,7787,3034,6414,4552,5032,5156,1406,5420,4342,2607,2946,1480
K00472,2567,5298,1963,1892,1956,2200,1499,1327,3006,1149,3234,3831,3639,4968,1661,2084,1885,697,1874
K00473,0,16,3,1,0,4,7,13,3,13,5,17,2,3,4,4,0,1,0
K00474,1370,295,887,512,37,322,253,1875,484,1040,296,919,392,176,856,484,1644,611,160
K00475,14,28,19,4,7,24,37,66,34,17,21,29,21,33,29,27,28,25,34
K00476,458,759,545,502,496,505,388,94,663,238,846,628,983,890,295,477,274,81,527
K00477,1825,1748,1337,812,376,1531,1594,3891,1672,1179,1183,1782,1035,1616,1132,1126,2234,2594,899
K00479,1969,4044,2077,820,573,2421,2684,6024,3415,1680,2452,3484,1809,2909,2381,1186,2517,4193,1509
K00480,7649,3186,5091,4853,732,2769,2773,5662,3922,5501,4006,7544,4522,2451,5602,4748,3425,2085,2127
K00481,810,1387,1411,1738,288,1137,669,784,1682,956,1537,977,1711,1080,1108,2196,534,592,2087
K00483,1724,2995,927,447,865,1146,1379,5350,1756,686,1126,2477,679,3007,593,352,1844,4810,512
K00484,49,29,26,31,3,33,61,37,46,60,57,26,57,18,55,52,34,43,20
K00485,614,1113,495,566,610,524,505,159,688,349,874,587,905,832,353,542,323,141,452
K00486,2106,1326,874,863,515,723,988,1610,1114,629,1545,1723,1550,1397,759,1045,2363,986,744
K00487,2,0,1,0,0,3,0,2,3,0,0,0,0,0,0,2,1,0,0
K00488,5,1,5,0,2,2,2,2,9,3,1,1,1,4,1,1,5,0,0
K00489,5,4,1,5,2,3,1,2,2,2,2,1,4,2,1,1,0,1,2
K00490,5,2,4,0,2,1,0,0,5,4,0,0,0,2,1,2,2,4,4
K00491,70,291,154,199,69,311,93,27,419,78,193,288,177,306,207,515,56,68,281
K00493,616,868,531,892,214,866,669,527,990,428,1217,668,1067,817,471,1168,402,439,1565
K00494,88,123,89,10,16,146,172,324,113,101,94,288,47,117,154,17,67,157,18
K00496,2483,3569,2871,2816,530,2923,2977,2813,3863,2239,4995,3923,4752,2717,2378,4176,2028,2085,4584
K00497,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
K00498,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
K00499,15457,7882,5113,2953,901,3500,6167,20988,6041,4355,8116,18654,6573,5649,7430,3786,12065,9735,2565
K00500,1600,929,470,753,161,499,954,1275,776,493,1545,1340,1385,867,497,863,1195,748,660
K00501,7,20,15,8,4,7,37,22,20,13,25,19,46,25,7,17,21,26,14
K00502,2,15,13,5,0,10,8,2,15,7,10,7,31,7,7,6,10,7,10
K00503,64,25,50,95,12,35,32,21,40,31,76,22,86,41,49,61,37,8,60
K00504,350,602.5,126,163,115,406.5,292,521,445.5,125,230,656.5,159.5,643.5,217.5,156.5,231,466,99
K00505,81,82,156,154,100,143,80,40,142,63,169,132,173,170,69,135,74,45,123
K00506,0,0,1,4,0,0,0,0,0,0,3,0,1,0,1,3,0,0,0
K00507,1628,5940,6251,4438,1069,3474,4091,4344,5466,5651,5536,4631,8078,4715,6481,5706,2004,3062,4971
K00508,1735,766,344,536,164,529,293,796,619,207,604,1481,581,721,354,611,1076,443,295
K00509,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0
K00510,14,9,9,6,6,5,7,1,17,3,3,6,11,2,9,2,7,3,2
K00511,44,660,143,108,76,140,92,47,283,136,141,468,138,423,124,84,53,45,15
K00512,114,48,22,21,14,64,46,43,62,14,75,59,48,36,44,22,54,19,51
K00513,1,26,2,0,0,8,20,0,3,0,3,0,0,6,0,2,5,0,4
K00514,157,2161,6849,4480,302,935,2080,39,1854,6571,4121,500,7077,1639,6790,3566,109,37,2450
K00515,7,6,13,5,2,5,7,2,11,12,11,4,7,3,6,4,4,4,5
K00516,499,250,731,380,287,463,246,111,523,293,447,284,594,539,248,408,431,140,307
K00517,3,5,3,0,1,4,5,8,4,1,3,0,8,9,1,0,2,1,2
K00518,1351,3130,3452,3085,385,2671,2171,1057,4130,3891,4238,2369,4736,2415,4415,4789,866,760,3235
K00520,327,747,323,492,231,619,600,926,571,273,873,769,730,674,271,714,706,776,832
K00521,229,239,290,244,170,176,126,37,214,72,233,159,341,284,99,211,157,48,138
K00522,39,377,30,17,97,114,50,31,185,61,31,599,35,282,48,47,16,6,23
K00523,1643,760,215,47,75,368,314,2732,438,196,296,1266,228,597,226,60,2028,1478,134
K00524,0,3441,11931,7549,2,2655,3223,5,5193,10241,6915,486,12067,1650,11444,8068,1,2,6049
K00525,59347,75171,61755,62559,7159,41076,40770,84517,68968,50013,82492,89731,91433,51460,81225,89266,51295,46724,63924
K00526,17875.5,12548.5,18245,19730.5,1234,9490,9636,17940,16128,16176.5,19442.5,23728,25144,8509,26627.5,23189,12864,6397,9297
K00527,272,625,777,479,50,492,374,2147,437,861,899,1511,1371,451,1697,1185,411,456,1128
K00528,5616,5017,2224.5,2721,1255,3002,3181,10898,4251,1864,3509,6687,3664,4205,2548,4463,6356,7017,4333
K00529,3761,4687,2141,2376,928,3118,2137,3763,4401,1604,3196,4099,2954,3717,2475,4053,2935,2474,3326
K00532,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2
K00533,2,1,3,0,2,0,1,0,4,0,1,3,0,4,1,2,0,0,2
K00534,0,0,0,16,0,0,13,1,0,4,18,0,0,4,0,17,0,0,20
K00537,3177,2760,2617,1095,533,1951,1935,4815,2748,2431,1811,2829,1825,2010,2705,1595,3085,2751,1912
K00541,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
K00542,82,22,27,32,26,35,25,58,37,23,40,62,32,47,38,22,71,17,35
K00543,0,14,7,1,0,10,10,9,14,7,0,2,6,0,4,2,3,12,3
K00544,4112,2006,2346,1147,119,1066,3574,8636,2188,1641,5301,5874,3839,1442,2162,1773,2682,3751,2181
K00545,138,362,361,174,166,293,240,41,410,365,395,234,373,229,391,228,60,35,191
K00547,6307,2102.5,3016.5,3160,352.5,1701,2696,4827,2145.5,3355.5,3444.5,3735.5,3366.5,1727,3608,3667,3402.5,2257,1273
K00548,20977,30644,25678,18018,7344,14396,17835,44441,24837,21300,22879,27299,27665,25491,24151,18860,26714,28467,20411
K00549,6900,7942,5968,5720,1584,4855,6079,14991,7264,4895,7458,10064,6365,6434,5305,9471,6937,9626,4341
K00550,17,17,27,25,9,18,27,2,20,4,46,5,31,46,14,38,6,6,30
K00551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
K00552,0,2,0,1,0,4,2,1,0,1,7,3,2,5,0,0,13,0,0
K00553,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
K00554,12112,14604.5,13352.5,12073,1672,8792.5,8041.5,12875,15181,11305.5,14524.5,15197,14236,11189,14315.5,16983,9025,8194.5,7493
K00555,370,3373,412,372,586,719,1212,2970,993,241,996,1672,969,2005,289,543,755,1901,583
K00556,705,1395,3222,2051,180,945,1263,825,1397,3288,1627,810,2896,987,3527,1886,656,522,1247
K00557,2023,856,539,459,573,632,516,835,1042,353,870,1207,744,903,668,683,1277,413,685
K00558,7277,10269,8203,8205,1513,6229,6417,10261,8323,7633,9635,11935,11741,7304,8226,11015,7281,6353,8491
K00559,490,950,266,250,567,387,278,721,609,177,863,765,668,1115,265,207,501,423,514
K00560,8858,9752,5712,6429,1567,5350,5210,9275,9020,4455,9508,11005,7974,7371,7281,10860,8222,5558,6368
K00561,2,3,7,12,0,4,5,8,2,11,5,2,0,8,5,3,1,8,1
K00562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00563,203,257,45,37,149,161,69,376,127,34,74,327,166,221,26,58,188,185,117
K00564,964,638,326,605,283,565,396,1219,701,238,784,745,960,628,272,869,774,681,1333
K00565,193,731,92,77,178,175,120,60,234,97,221,461,234,484,85,107,145,25,134
K00566,16641,14599,19173,16276,1711,9036,10563,20728,16434,16199,17844,20324,19603,10887,19645,18040,12533,11165,10589
K00567,3566,3462,3016,2596,450,2648,3142,5715,3406,3046,4051,5121,3304,2596,3241,5134,3120,3328,3527
K00568,10471,6136,7881,7641,1116,4532,4538,9590,7478,7399,8091,10884,8431,5237,8811,9043,6721,4431,4876
K00569,1392,631,272,421,327,415,357,1938,509,254,646,770,476,480,230,692,1503,843,350
K00570,35,66,162,39,14,96,116,120,65,177,165,124,147,55,98,33,39,106,68
K00571,2170,2928.5,2639.5,2994.5,140,1755,2425,5784,2121.5,2765,2862.5,3518,5231.5,1695.5,3272,4091,2177.5,2801,2956.5
K00572,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
K00573,5671,4856,3920,3735,1059,3612,3172,7099,5148,3280,4364,5866,4389,4497,3672,5132,4646,4394,3693
K00574,30014,15829,25098,21839,1969,10743,13276,34260,19151,24014,20079,35692,24325,12136,24633,22673,19310,15395,8326
K00575,357,665,340,371,181,453,523,1173,578,300,531,754,735,518,285,519,305,667,678
K00577,41,15,1,0,0,4,2,870,0,0,0,197,0,15,1,0,132,104,0
K00586,149,623,138,164,233,213,215,61,374,100,448,455,374,593,139,213,118,62,214
K00587,74,286,75,51,110,97,67,6,175,40,147,162,131,225,48,51,48,8,85
K00588,2108,1172,1755,1344,212,850,1528,3545,1202,2152,1287,2731,1480,752,1785,1097,1555,1788,551
K00589,71,69,48,15,82,53,34,1,58,9,144,45,106,134,23,26,30,9,96
K00590,559,2541.5,4235.5,5372.5,540,2341,2655,3440,3400.5,4464,5072.5,1725,8686.5,2046.5,6154,6044,850.5,2357,2527.5
K00591,94,263,239,208,20,143,138,151,256,214,173,387,180,307,236,217,72,73,96
K00592,63,502,26,29,97,113,47,0,255,11,60,442,54,439,36,25,23,1,31
K00594,65,66,103,115,42,113,88,79,159,57,132,87,152,130,133,96,48,83,76
K00595,1628,4162,7164,4578,874,2817,2315,2082,4770,6295,3493,1760,5116,3342,6534,5080,1610,1591,3418
K00596,23,347,128,49,32,166,171,721,239,75,150,107,80,213,44,108,69,721,80
K00597,66,117,70,37,78,79,68,17,109,39,135,84,103,166,53,57,54,20,89
K00598,23,433,572,275,57,342,375,243,394,700,348,127,380,231,532,193,50,304,267
K00599,97,754,81,52,148,178,107,8,293,40,127,500,163,568,56,50,54,10,71
K00600,21289,24781,25960,23134,3687,13885,16637,29601,24706,20575,33914,32101,32327,18969,27413,30074,17977,18456,20013
K00601,22,247,41,26,18,81,56,94,111,72,34,222,55,207,50,39,10,31,34
K00602,25834,34881,28485,24976,4609,19533,17660,30909,32598,25431,29738,32711,31970,22826,29978,38508,20242,18864,20269
K00603,65,542,204,116,59,210,323,397,314,164,607,286,543,178,160,216,130,318,337
K00604,13454,10188,14616,10790,1828,6805,7904,16184,10603,14091,11549,16336,12367,8240,13649,11624,9954,8569,6734
K00605,58591,37439,43947,36473,5186,21806,29143,62973,40409,35239,50013,73577,47820,27959,51723,46439,42735,33936,24966
K00606,11078,14872,14822,12389,1617,9068,9294,15672,15181,12893,15759,15822,16715,9761,15396,18195,8700,8575,11288
K00608,11,5,23,15,8,6,5,9,17,12,16,4,18,26,2,26,8,1,11
K00609,14583,15282,17543,13687,2100,7811,10068,22369,13831,14592,16045,19675,17717,9667,16465,16064,12482,12980,8787
K00610,104,1139,234,224,125,340,780,2291,526,245,816,807,687,456,177,343,578,1725,318
K00611,11821,12698,15244,12625,1802,7089,9655,19260,12592,13340,15038,17239,16681,8706,15995,13864,9478,11998,8154
K00612,16505,15642,16365,14548,2061,10079,12000,25456,16531,16128,17632,22678,20101,11961,19144,20916,12990,15864,15465
K00613,8334,4861,7795,6282,434,3111,4591,6308,6010,6615,9522,11176,8158,4231,9436,7109,4428,3574,3365
K00615,42565,43573,44501,40433,6015,26112,29904,57592,47568,36247,56042,57651,55128,34294,48437,57165,35620,35280,35699
K00616,8492,16497,15968,14436,1833,9335,8492,11828,15226,14886,13936,13247,19237,10390,19037,21658,5784,7114,10500
K00618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K00619,5,101,21,13,25,57,86,278,46,15,9,77,18,116,4,11,70,243,10
K00620,13359,10807.5,16673.5,13166,1856,7252.5,8096.5,15751.5,12633.5,15936,12403.5,15861.5,15713.5,8401,17587.5,14497,9187,7916,7136.5
K00621,85,326,82,54,63,110,208,1251,166,99,107,427,72,255,83,67,190,464,49
K00622,0,0,3,2,0,4,0,0,3,0,0,0,1,1,1,0,1,1,0
K00623,0,0,6,2,1,0,2,0,7,1,7,3,4,1,4,1,4,0,0
K00624,217,190,239,117,162,137,101,48,179,121,161,125,260,175,91,108,147,57,137
K00625,8379,4545,6457,5569,518,3230,3806,8528,5868,5148,7401,9016,6409,3553,7657,6600,5607,4479,3921
K00626,36432,60285,29206,27969,11030,32992,26496,47715,52164,20991,47647,44657,40173,47418,29256,51351,32252,36028,45366
K00627,18837,18698,20549,17635,3108,11869,12874,19933,20338,17664,20435,21335,22943,13591,20752,22400,13337,12024,14109
